Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
"Only one that we know of, Major Sholto, of his own regiment, the 34th Bombay Infantry. The major had retired some little time before, and lived at Upper Norwood. We communicated with him, of course, but he did not even know that his brother officer was in England.",Q58-0,quote,0.0828025477707006,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,F
"A singular case,",Q59-0,quote,0.0832925036746692,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
remarked Holmes.,S80-0,narration,0.0837824595786379,narrator,,,narrator,A
"I have not yet described to you the most singular part. About six years ago to be exact, upon the 4th of May, 1882 an advertisement appeared in the Times asking for the address of Miss Mary Morstan and stating that it would be to her advantage to come forward. There was no name or address appended. I had at that time just entered the family of Mrs. Cecil Forrester in the capacity of governess. By her advice I published my address in the advertisement column. The same day there arrived through the post a small card-board box addressed to me, which I found to contain a very large and lustrous pearl. No word of writing was enclosed. Since then every year upon the same date there has always appeared a similar box, containing a similar pearl, without any clue as to the sender. They have been pronounced by an expert to be of a rare variety and of considerable value. You can see for yourselves that they are very handsome.",Q60-0,quote,0.0842724154826065,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,F
"She opened a flat box as she spoke, and showed me six of the finest pearls that I had ever seen.",S81-0,narration,0.0847623713865752,narrator,,,narrator,A
"Your statement is most interesting,",Q61-0,quote,0.0852523272905438,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
said Sherlock Holmes.,S82-0,narration,0.0857422831945124,narrator,,,narrator,A
Has anything else occurred to you?,Q61-1,quote,0.0862322390984811,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
"Yes, and no later than to-day. That is why I have come to you. This morning I received this letter, which you will perhaps read for yourself.",Q62-0,quote,0.0867221950024497,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,F
"Thank you,",Q63-0,quote,0.0872121509064184,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
said Holmes.,S83-0,narration,0.087702106810387,narrator,,,narrator,A
"The envelope too, please. Postmark, London, S.W. Date, July 7. Hum! Man s thumb-mark on corner, probably postman. Best quality paper. Envelopes at sixpence a packet. Particular man in his stationery. No address.",Q63-1,quote,0.0881920627143557,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
Be at the third pillar from the left outside the Lyceum Theatre to-night at seven o clock.,S84-0,narration,0.0886820186183243,narrator,,,narrator,A
"If you are distrustful, bring two friends.",S85-0,narration,0.0891719745222929,narrator,,,narrator,A
"You are a wronged woman, and shall have justice.",S86-0,narration,0.0896619304262616,narrator,,,narrator,A
Do not bring police.,S87-0,narration,0.0901518863302302,narrator,,,narrator,A
"If you do, all will be in vain.",S88-0,narration,0.0906418422341989,narrator,,,narrator,A
Your unknown friend.,S89-0,narration,0.0911317981381675,narrator,,,narrator,A
"Well, really, this is a very pretty little mystery. What do you intend to do, Miss Morstan?",Q63-2,quote,0.0916217540421362,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
That is exactly what I want to ask you.,Q64-0,quote,0.0921117099461048,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,F
"Then we shall most certainly go. You and I and yes, why, Dr. Watson is the very man. Your correspondent says two friends. He and I have worked together before.",Q65-0,quote,0.0926016658500735,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Implicit,major,M
But would he come?,Q66-0,quote,0.0930916217540421,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,F
"she asked, with something appealing in her voice and expression.",S90-0,narration,0.0935815776580107,narrator,,,narrator,A
"I should be proud and happy,",Q67-0,quote,0.0940715335619794,Dr. Watson,"['Mr. Sherlock Holmes', 'Miss Morstan']",Anaphoric,major,A
"said I, fervently,",S91-0,narration,0.094561489465948,narrator,,,narrator,A
if I can be of any service.,Q67-1,quote,0.0950514453699167,Dr. Watson,"['Mr. Sherlock Holmes', 'Miss Morstan']",Anaphoric,major,A
"You are both very kind,",Q68-0,quote,0.0955414012738853,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,F
she answered.,S92-0,narration,0.096031357177854,narrator,,,narrator,A
"I have led a retired life, and have no friends whom I could appeal to. If I am here at six it will do, I suppose?",Q68-1,quote,0.0965213130818226,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,F
"You must not be later,",Q69-0,quote,0.0970112689857912,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
said Holmes.,S93-0,narration,0.0975012248897599,narrator,,,narrator,A
"There is one other point, however. Is this handwriting the same as that upon the pearl-box addresses?",Q69-1,quote,0.0979911807937285,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Explicit,major,M
"I have them here,",Q70-0,quote,0.0984811366976972,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,F
"she answered, producing half a dozen pieces of paper.",S94-0,narration,0.0989710926016658,narrator,,,narrator,A
"You are certainly a model client. You have the correct intuition. Let us see, now.",Q71-0,quote,0.0994610485056344,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,major,M
"He spread out the papers upon the table, and gave little darting glances from one to the other.",S95-0,narration,0.0999510044096031,narrator,,,narrator,A
"They are disguised hands, except the letter,",Q71-1,quote,0.1004409603135717,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,major,M
"he said, presently,",S96-0,narration,0.1009309162175404,narrator,,,narrator,A
"but there can be no question as to the authorship. See how the irrepressible Greek e will break out, and see the twirl of the final s. They are undoubtedly by the same person. I should not like to suggest false hopes, Miss Morstan, but is there any resemblance between this hand and that of your father?",Q71-2,quote,0.101420872121509,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,major,M
Nothing could be more unlike.,Q72-0,quote,0.1019108280254777,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,minor,F
"I expected to hear you say so. We shall look out for you, then, at six. Pray allow me to keep the papers. I may look into the matter before then. It is only half-past three. Au revoir_, then.",Q73-0,quote,0.1024007839294463,Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Implicit,major,M
"Au revoir_,",Q74-0,quote,0.102890739833415,Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,minor,F
"said our visitor, and, with a bright, kindly glance from one to the other of us, she replaced her pearl-box in her bosom and hurried away.",S97-0,narration,0.1033806957373836,narrator,,,narrator,A
"Standing at the window, I watched her walking briskly down the street, until the grey turban and white feather were but a speck in the sombre crowd.",S98-0,narration,0.1038706516413522,narrator,,,narrator,A
What a very attractive woman!,Q75-0,quote,0.1043606075453209,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"I exclaimed, turning to my companion.",S99-0,narration,0.1048505634492895,narrator,,,narrator,A
"He had lit his pipe again, and was leaning back with drooping eyelids.",S100-0,narration,0.1053405193532582,narrator,,,narrator,A
Is she?,Q76-0,quote,0.1058304752572268,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"he said, languidly.",S101-0,narration,0.1063204311611955,narrator,,,narrator,A
I did not observe.,Q76-1,quote,0.1068103870651641,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"You really are an automaton, a calculating-machine!",Q77-0,quote,0.1073003429691327,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I cried.,S102-0,narration,0.1077902988731014,narrator,,,narrator,A
There is something positively inhuman in you at times.,Q77-1,quote,0.10828025477707,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
He smiled gently.,S103-0,narration,0.1087702106810387,narrator,,,narrator,A
"It is of the first importance,",Q78-0,quote,0.1092601665850073,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"he said,",S104-0,narration,0.1097501224889759,narrator,,,narrator,A
"not to allow your judgment to be biased by personal qualities. A client is to me a mere unit, a factor in a problem. The emotional qualities are antagonistic to clear reasoning. I assure you that the most winning woman I ever knew was hanged for poisoning three little children for their insurance-money, and the most repellant man of my acquaintance is a philanthropist who has spent nearly a quarter of a million upon the London poor.",Q78-1,quote,0.1102400783929446,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"In this case, however",Q79-0,quote,0.1107300342969132,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
I never make exceptions. An exception disproves the rule. Have you ever had occasion to study character in handwriting? What do you make of this fellow s scribble?,Q80-0,quote,0.1112199902008819,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"It is legible and regular,",Q81-0,quote,0.1117099461048505,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I answered.,S105-0,narration,0.1121999020088192,narrator,,,narrator,A
A man of business habits and some force of character.,Q81-1,quote,0.1126898579127878,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
Holmes shook his head.,S106-0,narration,0.1131798138167564,narrator,,,narrator,A
"Look at his long letters,",Q82-0,quote,0.1136697697207251,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
he said.,S107-0,narration,0.1141597256246937,narrator,,,narrator,A
"They hardly rise above the common herd. That d might be an a, and that l an e. Men of character always differentiate their long letters, however illegibly they may write. There is vacillation in his k s and self-esteem in his capitals. I am going out now. I have some few references to make. Let me recommend this book, one of the most remarkable ever penned. It is Winwood Reade s Martyrdom of Man. I shall be back in an hour.",Q82-1,quote,0.1146496815286624,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"I sat in the window with the volume in my hand, but my thoughts were far from the daring speculations of the writer.",S108-0,narration,0.115139637432631,narrator,,,narrator,A
"My mind ran upon our late visitor, her smiles, the deep rich tones of her voice, the strange mystery which overhung her life.",S109-0,narration,0.1156295933365997,narrator,,,narrator,A
"If she were seventeen at the time of her father s disappearance she must be seven-and-twenty now, a sweet age, when youth has lost its self-consciousness and become a little sobered by experience.",S110-0,narration,0.1161195492405683,narrator,,,narrator,A
"So I sat and mused, until such dangerous thoughts came into my head that I hurried away to my desk and plunged furiously into the latest treatise upon pathology.",S111-0,narration,0.1166095051445369,narrator,,,narrator,A
"What was I, an army surgeon with a weak leg and a weaker banking-account, that I should dare to think of such things?",S112-0,narration,0.1170994610485056,narrator,,,narrator,A
"She was a unit, a factor, nothing more.",S113-0,narration,0.1175894169524742,narrator,,,narrator,A
"If my future were black, it was better surely to face it like a man than to attempt to brighten it by mere will-o -the-wisps of the imagination.",S114-0,narration,0.1180793728564429,narrator,,,narrator,A
Chapter III In Quest of a Solution It was half-past five before Holmes returned.,S115-0,narration,0.1185693287604115,narrator,,,narrator,A
"He was bright, eager, and in excellent spirits, a mood which in his case alternated with fits of the blackest depression.",S116-0,narration,0.1190592846643802,narrator,,,narrator,A
