sentence,polarity,subjectivity
There is a trap-door communicating with the roof and it is partly open ” “ It was I who opened it ” “ Oh indeed,0.0,0.5
You did notice it then ” He seemed a little crestfallen at the discovery,-0.1875,0.5
“ Well whoever noticed it it shows how our gentleman got away,0.0,0.0
Inspector ” “ Yes sir ” from the passage,0.0,0.0
“ Ask Mr Sholto to step this way.—Mr,0.0,0.0
Sholto it is my duty to inform you that anything which you may say will be used against you,0.0,0.0
I arrest you in the Queen ’ s name as being concerned in the death of your brother ” “ There now,-0.0625,0.0
Didn ’ t I tell you ” cried the poor little man throwing out his hands and looking from one to the other of us,-0.23750000000000002,0.4916666666666667
“ Don ’ t trouble yourself about it Mr Sholto ” said Holmes,-0.2,0.2
“ I think that I can engage to clear you of the charge ” “ Don ’ t promise too much Mr Theorist —don ’ t promise too much ” snapped the detective,0.18333333333333335,0.26111111111111107
“ You may find it a harder matter than you think ” “ Not only will I clear him Mr Jones but I will make you a free present of the name and description of one of the two people who were in this room last night,0.06666666666666667,0.37500000000000006
His name I have every reason to believe is Jonathan Small,-0.25,0.4
He is a poorly-educated man small active with his right leg off and wearing a wooden stump which is worn away upon the inner side,-0.01952380952380952,0.3404761904761905
His left boot has a coarse square-toed sole with an iron band round the heel,-0.05,0.2875
He is a middle-aged man much sunburned and has been a convict,0.2,0.2
These few indications may be of some assistance to you coupled with the fact that there is a good deal of skin missing from the palm of his hand,0.09999999999999998,0.25000000000000006
The other man— ” “ Ah,-0.15625,0.375
the other man— ” asked Athelney Jones in a sneering voice but impressed none the less as I could easily see by the precision of the other ’ s manner,0.2033333333333333,0.53
“ Is a rather curious person ” said Sherlock Holmes turning upon his heel,-0.1,1.0
“ I hope before very long to be able to introduce you to the pair of them.—A word with you Watson ” He led me out to the head of the stair,0.2175,0.5725
“ This unexpected occurrence ” he said “ has caused us rather to lose sight of the original purpose of our journey ” “ I have just been thinking so ” I answered,0.2375,0.875
“ It is not right that Miss Morstan should remain in this stricken house ” “ No,-0.14285714285714285,0.5357142857142857
You must escort her home,0.0,0.0
She lives with Mrs Cecil Forrester in Lower Camberwell so it is not very far,-0.038461538461538464,0.7692307692307692
I will wait for you here if you will drive out again,0.0,0.0
Or perhaps you are too tired ” “ By no means,-0.4,0.7
I don ’ t think I could rest until I know more of this fantastic business,0.45,0.7
I have seen something of the rough side of life but I give you my word that this quick succession of strange surprises to-night has shaken my nerve completely,0.07083333333333333,0.36250000000000004
I should like however to see the matter through with you now that I have got so far ” “ Your presence will be of great service to me ” he answered,0.45,0.875
“ We shall work the case out independently and leave this fellow Jones to exult over any mare ’ s-nest which he may choose to construct,0.0,0.125
When you have dropped Miss Morstan I wish you to go on to No,0.0,0.0
3 Pinchin Lane down near the water ’ s edge at Lambeth,-0.02777777777777779,0.34444444444444444
The third house on the right-hand side is a bird-stuffer ’ s Sherman is the name,0.0,0.0
You will see a weasel holding a young rabbit in the window,0.1,0.4
Knock old Sherman up and tell him with my compliments that I want Toby at once,0.1,0.2
You will bring Toby back in the cab with you ” “ A dog I suppose ” “ Yes —a queer mongrel with a most amazing power of scent,0.3666666666666667,0.4666666666666666
I would rather have Toby ’ s help than that of the whole detective force of London ” “ I shall bring him then ” said I,0.2,0.4
“ It is one now,0.0,0.0
I ought to be back before three if I can get a fresh horse ” “ And I ” said Holmes “ shall see what I can learn from Mrs Bernstone and from the Indian servant who Mr Thaddeus tell me sleeps in the next garret,0.09999999999999999,0.16666666666666666
Then I shall study the great Jones ’ s methods and listen to his not too delicate sarcasms,0.25,0.825
‘ Wir sind gewohnt das die Menschen verhöhnen was sie nicht verstehen ’ Goethe is always pithy ” Chapter VII The Episode of the Barrel The police had brought a cab with them and in this I escorted Miss Morstan back to her home,0.0,0.0
After the angelic fashion of women she had borne trouble with a calm face as long as there was some one weaker than herself to support and I had found her bright and placid by the side of the frightened housekeeper,0.09000000000000002,0.57
In the cab however she first turned faint and then burst into a passion of weeping —so sorely had she been tried by the adventures of the night,-0.125,0.6666666666666666
She has told me since that she thought me cold and distant upon that journey,-0.35,0.675
She little guessed the struggle within my breast or the effort of self-restraint which held me back,-0.09375,0.25
My sympathies and my love went out to her even as my hand had in the garden,0.5,0.6
I felt that years of the conventionalities of life could not teach me to know her sweet brave nature as had this one day of strange experiences,0.36666666666666664,0.6
Yet there were two thoughts which sealed the words of affection upon my lips,0.0,0.0
She was weak and helpless shaken in mind and nerve,-0.375,0.625
It was to take her at a disadvantage to obtrude love upon her at such a time,0.25,0.55
Worse still she was rich,-0.012500000000000011,0.675
If Holmes ’ s researches were successful she would be an heiress,0.75,0.95
Was it fair was it honourable that a half-pay surgeon should take such advantage of an intimacy which chance had brought about,0.35,0.7
Might she not look upon me as a mere vulgar fortune-seeker,-0.6,0.65
I could not bear to risk that such a thought should cross her mind,0.0,0.25
This Agra treasure intervened like an impassable barrier between us,0.0,0.0
It was nearly two o ’ clock when we reached Mrs Cecil Forrester ’ s,0.1,0.4
The servants had retired hours ago but Mrs Forrester had been so interested by the strange message which Miss Morstan had received that she had sat up in the hope of her return,0.1,0.325
She opened the door herself a middle-aged graceful woman and it gave me joy to see how tenderly her arm stole round the other ’ s waist and how motherly was the voice in which she greeted her,0.15833333333333335,0.325
She was clearly no mere paid dependant but an honoured friend,0.25,0.5
I was introduced and Mrs Forrester earnestly begged me to step in and tell her our adventures,0.0,0.0
I explained however the importance of my errand and promised faithfully to call and report any progress which we might make with the case,0.0,0.0
As we drove away I stole a glance back and I still seem to see that little group on the step the two graceful clinging figures the half-opened door the hall-light shining through stained glass the barometer and the bright stair-rods,0.17083333333333336,0.4333333333333333
It was soothing to catch even that passing glimpse of a tranquil English home in the midst of the wild dark business which had absorbed us,0.0625,0.42500000000000004
And the more I thought of what had happened the wilder and darker it grew,0.5,0.5
I reviewed the whole extraordinary sequence of events as I rattled on through the silent gas-lit streets,0.17777777777777778,0.5
There was the original problem that at least was pretty clear now,0.10625000000000001,0.6333333333333333
